"datetime","site_id","air_temperature"
2020-11-21,"ABBY",3.81367547640241
2020-11-22,"ABBY",3.71194283270069
2020-11-23,"ABBY",3.92841213595489
2020-11-24,"ABBY",3.98808630666429
2020-11-25,"ABBY",3.8663590708087
2020-11-26,"ABBY",4.54710857432383
2020-11-27,"ABBY",3.94781348115657
2020-11-28,"ABBY",3.61630291682422
2020-11-29,"ABBY",3.95032018846086
2020-11-30,"ABBY",4.2610713343467
2020-12-01,"ABBY",2.13335701316919
2020-12-02,"ABBY",4.38654579244638
2020-12-03,"ABBY",3.68005852648014
2020-12-04,"ABBY",4.14033813476567
2020-12-05,"ABBY",4.62050650811972
2020-12-06,"ABBY",4.55847054758385
2020-12-07,"ABBY",4.55669638520931
2020-12-08,"ABBY",6.90075115080805
2020-12-09,"ABBY",6.17917585475476
2020-12-10,"ABBY",2.80265038603102
2020-12-11,"ABBY",2.11065794421785
2020-12-12,"ABBY",0.394203776698021
2020-12-13,"ABBY",1.86640976936593
2020-12-14,"ABBY",3.46555145427749
2020-12-15,"ABBY",3.19416466169463
2020-12-16,"ABBY",5.32114116709727
2020-12-17,"ABBY",4.68213019422308
2020-12-18,"ABBY",4.40450825845045
2020-12-19,"ABBY",5.62231910459462
2020-12-20,"ABBY",7.63367012598184
2020-12-21,"ABBY",7.6143976191039
2020-12-22,"ABBY",3.16670138451366
2020-12-23,"ABBY",1.01113175422921
2020-12-24,"ABBY",1.40356959681361
2020-12-25,"ABBY",1.94819851947091
2020-12-26,"ABBY",3.32688413230323
2020-12-27,"ABBY",4.39284537530722
2020-12-28,"ABBY",1.84417543718894
2020-12-29,"ABBY",-0.0772820175334346
2020-12-30,"ABBY",2.52529547906698
2020-12-31,"ABBY",5.09753809282859
2021-01-01,"ABBY",5.82758833362215
2021-01-02,"ABBY",5.81565645279426
2021-01-03,"ABBY",5.55833022415004
2021-01-04,"ABBY",5.88806986654964
2021-01-05,"ABBY",4.05325298514424
2021-01-06,"ABBY",5.32687375468595
2021-01-07,"ABBY",5.41900632304532
2021-01-08,"ABBY",4.97839229952911
2021-01-09,"ABBY",1.80765481764274
2021-01-10,"ABBY",3.76758540163763
2021-01-11,"ABBY",4.69129432760263
2021-01-12,"ABBY",7.22364185292236
2021-01-13,"ABBY",7.33584112351946
2021-01-14,"ABBY",4.3226623289047
2021-01-15,"ABBY",6.01221783545714
2021-01-16,"ABBY",3.80112138973772
2021-01-17,"ABBY",4.87414211970508
2021-01-18,"ABBY",3.41213072089744
2021-01-19,"ABBY",2.8903352224699
2021-01-20,"ABBY",2.90793414372274
2021-01-21,"ABBY",3.86993836433663
2021-01-22,"ABBY",3.01747756465795
2021-01-23,"ABBY",0.76693788754045
2021-01-24,"ABBY",1.03852849980842
2021-01-25,"ABBY",0.436277754588843
2021-01-26,"ABBY",-0.0684999691542316
2021-01-27,"ABBY",0.977108059134594
2021-01-28,"ABBY",2.54249180619439
2021-01-29,"ABBY",2.11160202026372
2021-01-30,"ABBY",3.04573848273168
2021-01-31,"ABBY",5.01243174563177
2021-02-01,"ABBY",6.34250265141975
2021-02-02,"ABBY",4.91147287020124
2021-02-03,"ABBY",2.05770412157943
2021-02-04,"ABBY",1.91477885912826
2021-02-05,"ABBY",3.87104913855114
2021-02-06,"ABBY",2.69633903913603
2021-02-07,"ABBY",2.95876346711196
2021-02-08,"ABBY",1.14432141703946
2021-02-09,"ABBY",0.338143847065624
2021-02-10,"ABBY",-0.319175539734488
2021-02-11,"ABBY",-0.68055625013119
2021-02-12,"ABBY",-5.58120057300852
2021-02-13,"ABBY",-7.23609336114697
2021-02-14,"ABBY",-4.3186386108398
2021-02-15,"ABBY",-0.332289689586958
2021-02-16,"ABBY",2.84743997717419
2021-02-17,"ABBY",1.62379645891093
2021-02-18,"ABBY",0.931117986863683
2021-02-19,"ABBY",2.31200111143056
2021-02-20,"ABBY",3.13386709561917
2021-02-21,"ABBY",3.33171788697604
2021-02-22,"ABBY",5.93280510851139
2021-02-23,"ABBY",2.32155032414266
2021-02-24,"ABBY",0.861413828531965
2021-02-25,"ABBY",1.83796619702417
2021-02-26,"ABBY",2.52174735940918
2021-02-27,"ABBY",1.74488499959313
2021-02-28,"ABBY",3.55175360402757
2021-03-01,"ABBY",5.52770275813282
2021-03-02,"ABBY",5.51472249184889
2021-03-03,"ABBY",5.30638965073456
2021-03-04,"ABBY",6.8520931284915
2021-03-05,"ABBY",5.88380766017468
2021-03-06,"ABBY",3.68367686938217
2021-03-07,"ABBY",2.9756799267185
2021-03-08,"ABBY",1.93607221213722
2021-03-09,"ABBY",3.3564493897141
2021-03-10,"ABBY",3.43345717563426
2021-03-11,"ABBY",4.23663836243338
2021-03-12,"ABBY",5.39822426252471
2021-03-13,"ABBY",6.61183972102344
2021-03-14,"ABBY",6.13799997145134
2021-03-15,"ABBY",0.873265190534767
2021-03-16,"ABBY",1.54491405692158
2021-03-17,"ABBY",4.89391217795753
2021-03-18,"ABBY",6.22179808257732
2021-03-19,"ABBY",4.37867014485028
2021-03-20,"ABBY",3.8418765488492
2021-03-21,"ABBY",2.03082523140858
2021-03-22,"ABBY",3.24277760495426
2021-03-23,"ABBY",3.58563804216288
2021-03-24,"ABBY",3.42839195497578
2021-03-25,"ABBY",3.74146013977713
2021-03-26,"ABBY",3.80375074161003
2021-03-27,"ABBY",5.75769955214639
2021-03-28,"ABBY",6.14173423192841
2021-03-29,"ABBY",1.36506121235516
2021-03-30,"ABBY",1.98850415957878
2021-03-31,"ABBY",6.61553419379783
2021-04-01,"ABBY",9.93967103035226
2021-04-02,"ABBY",7.00593461887814
2021-04-03,"ABBY",8.64591103830651
2021-04-04,"ABBY",7.94606840072146
2021-04-05,"ABBY",4.0248318497853
2021-04-06,"ABBY",5.74264458276895
2021-04-07,"ABBY",5.30290793962382
2021-04-08,"ABBY",4.10996465375354
2021-04-09,"ABBY",4.05121044035883
2021-04-10,"ABBY",3.93458513649568
2021-04-11,"ABBY",2.95807251468784
2021-04-12,"ABBY",6.15839715773063
2021-04-13,"ABBY",7.83686912290517
2021-04-14,"ABBY",8.85652121267015
2021-04-15,"ABBY",11.8489954917662
2021-04-16,"ABBY",14.4606340223743
2021-04-17,"ABBY",15.4018649603731
2021-04-18,"ABBY",15.9441352926275
2021-04-19,"ABBY",12.4744720623058
2021-04-20,"ABBY",12.4197266035183
2021-04-21,"ABBY",12.9685836463847
2021-04-22,"ABBY",9.07003396147047
2021-04-23,"ABBY",7.8251254748273
2021-04-24,"ABBY",6.35795381607551
2021-04-25,"ABBY",6.40601096204534
2021-04-26,"ABBY",7.02339059152916
2021-04-27,"ABBY",7.57682531213254
2021-04-28,"ABBY",10.4659623340895
2021-04-29,"ABBY",13.9477952280353
2021-04-30,"ABBY",11.0707760226342
2021-05-01,"ABBY",9.84315192930165
2021-05-02,"ABBY",8.55222174531673
2021-05-03,"ABBY",8.09209497103132
2021-05-04,"ABBY",9.93526534213817
2021-05-05,"ABBY",12.4245096186156
2021-05-06,"ABBY",13.6133975531466
2021-05-07,"ABBY",6.60795533375079
2021-05-08,"ABBY",6.03145121092444
2021-05-09,"ABBY",8.57965368455461
2021-05-10,"ABBY",10.3627445015857
2021-05-11,"ABBY",11.3575736589329
2021-05-12,"ABBY",14.1665471148748
2021-05-13,"ABBY",14.3143371417959
2021-05-14,"ABBY",15.294158418717
2021-05-15,"ABBY",14.3334019732732
2021-05-16,"ABBY",15.4565210403935
2021-05-17,"ABBY",11.9189975451398
2021-05-18,"ABBY",8.14319558912712
2021-05-19,"ABBY",5.90180749380465
2021-05-20,"ABBY",5.48814943375129
2021-05-21,"ABBY",7.2636864939044
2021-05-22,"ABBY",10.0687346673781
2021-05-23,"ABBY",9.12809931437181
2021-05-24,"ABBY",8.0056135690341
2021-05-25,"ABBY",10.4381427723875
2021-05-26,"ABBY",10.8515461501255
2021-05-27,"ABBY",10.3464057840327
2021-05-28,"ABBY",9.48164369316515
2021-05-29,"ABBY",13.0360785617624
2021-05-30,"ABBY",16.615079055294
2021-05-31,"ABBY",18.0351320656397
2021-06-01,"ABBY",21.2663082163821
2021-06-02,"ABBY",22.2127848963584
2021-06-03,"ABBY",17.889629216348
2021-06-04,"ABBY",14.5463332473591
2021-06-05,"ABBY",10.7457584422122
2021-06-06,"ABBY",7.17811705066316
2021-06-07,"ABBY",8.51985028584801
2021-06-08,"ABBY",10.341271324568
2021-06-09,"ABBY",9.96448186238609
2021-06-10,"ABBY",9.89121129025699
2021-06-11,"ABBY",10.5981157118275
2021-06-12,"ABBY",13.9187255121047
2021-06-13,"ABBY",14.7596500109601
2021-06-14,"ABBY",13.7438559747512
2021-06-15,"ABBY",12.3094064609979
2021-06-16,"ABBY",13.1740240035519
2021-06-17,"ABBY",16.5885783123714
2021-06-18,"ABBY",16.2253055941674
2021-06-19,"ABBY",15.0357667000063
2021-06-20,"ABBY",18.9875250949655
2021-06-21,"ABBY",23.340556950723
2021-06-22,"ABBY",20.7148956544938
2021-06-23,"ABBY",18.0868838894752
2021-06-24,"ABBY",18.1032174387286
2021-06-25,"ABBY",21.5636685443181
2021-06-26,"ABBY",26.7879018229823
2021-06-27,"ABBY",30.3183792442404
2021-06-28,"ABBY",32.8428184099095
2021-06-29,"ABBY",25.4265568804998
2021-06-30,"ABBY",19.8032947827411
2021-07-01,"ABBY",17.1657539449713
2021-07-02,"ABBY",16.8221718326692
2021-07-03,"ABBY",18.4619682229975
2021-07-04,"ABBY",18.5700582032563
2021-07-05,"ABBY",17.6686046723397
2021-07-06,"ABBY",19.1312127226143
2021-07-07,"ABBY",16.6982526635612
2021-07-08,"ABBY",14.8784921461536
2021-07-09,"ABBY",17.5343666240734
2021-07-10,"ABBY",19.558095599759
2021-07-11,"ABBY",17.5077700625184
2021-07-12,"ABBY",18.3319958676574
2021-07-13,"ABBY",17.7954401159799
2021-07-14,"ABBY",17.2093871085875
2021-07-15,"ABBY",15.4523481717674
2021-07-16,"ABBY",14.1105659197736
2021-07-17,"ABBY",16.0848410165439
2021-07-18,"ABBY",17.28757580993
2021-07-19,"ABBY",18.5606641625846
2021-07-20,"ABBY",16.5288152140956
2021-07-21,"ABBY",14.1960639297322
2021-07-22,"ABBY",14.3350703495805
2021-07-23,"ABBY",16.4946390541651
2021-07-24,"ABBY",19.4389170533868
2021-07-25,"ABBY",20.017195564188
2021-07-26,"ABBY",19.2502708188949
2021-07-27,"ABBY",19.4434968435637
2021-07-28,"ABBY",20.5781923683741
2021-07-29,"ABBY",22.7206081431399
2021-07-30,"ABBY",24.5190892537435
2021-07-31,"ABBY",23.3854616800945
2021-08-01,"ABBY",20.2321380040979
2021-08-02,"ABBY",21.714033245784
2021-08-03,"ABBY",22.4741991678874
2021-08-04,"ABBY",21.0491852873116
2021-08-05,"ABBY",20.860705525388
2021-08-06,"ABBY",16.3196092995265
2021-08-07,"ABBY",16.3190630184707
2021-08-08,"ABBY",13.9122076711348
2021-08-09,"ABBY",15.5911812074723
2021-08-10,"ABBY",19.9528589310185
2021-08-11,"ABBY",24.3736572429698
2021-08-12,"ABBY",27.2490994607249
2021-08-13,"ABBY",27.3073703970961
2021-08-14,"ABBY",23.9731554585119
2021-08-15,"ABBY",23.2169177721906
2021-08-16,"ABBY",20.1716298913444
2021-08-17,"ABBY",13.23306505757
2021-08-18,"ABBY",14.1186060915712
2021-08-19,"ABBY",15.6166325394826
2021-08-20,"ABBY",14.0310414386053
2021-08-21,"ABBY",13.4499207527407
2021-08-22,"ABBY",12.813756733556
2021-08-23,"ABBY",10.9062305327385
2021-08-24,"ABBY",15.2512386855259
2021-08-25,"ABBY",16.5660883749686
2021-08-26,"ABBY",14.4700923386441
2021-08-27,"ABBY",13.9602468100928
2021-08-28,"ABBY",15.4468600529497
2021-08-29,"ABBY",18.2680761439826
2021-08-30,"ABBY",13.0432019961778
2021-08-31,"ABBY",11.0035088405814
2021-09-01,"ABBY",11.9588263480895
2021-09-02,"ABBY",15.9177962846654
2021-09-03,"ABBY",17.1929634832567
2021-09-04,"ABBY",17.5595235270839
2021-09-05,"ABBY",18.7230205905053
2021-09-06,"ABBY",17.0119324714907
2021-09-07,"ABBY",19.3625639802667
2021-09-08,"ABBY",20.4827986030169
2021-09-09,"ABBY",19.0744526524698
2021-09-10,"ABBY",15.416399264592
2021-09-11,"ABBY",13.6198226928711
2021-09-12,"ABBY",15.5604164533718
2021-09-13,"ABBY",11.8251002896217
2021-09-14,"ABBY",14.2243807556809
2021-09-15,"ABBY",14.9075237971481
2021-09-16,"ABBY",10.663072951122
2021-09-17,"ABBY",13.5911929797101
2021-09-18,"ABBY",13.2564307756322
2021-09-19,"ABBY",10.8274671246929
2021-09-20,"ABBY",11.7822830610378
2021-09-21,"ABBY",15.5269284976426
2021-09-22,"ABBY",15.0662216022451
2021-09-23,"ABBY",13.9124883590206
2021-09-24,"ABBY",17.5890896868963
2021-09-25,"ABBY",18.2497988218903
2021-09-26,"ABBY",13.8934610182239
2021-09-27,"ABBY",12.966709276425
2021-09-28,"ABBY",9.03786584997692
2021-09-29,"ABBY",8.86453798355598
2021-09-30,"ABBY",12.3025896790207
2021-10-01,"ABBY",9.87485390940026
2021-10-02,"ABBY",11.6693914844144
2021-10-03,"ABBY",11.6398921023134
2021-10-04,"ABBY",11.8802206552157
2021-10-05,"ABBY",11.0383012587025
2021-10-06,"ABBY",7.34150726154292
2021-10-07,"ABBY",6.87081176593745
2021-10-08,"ABBY",7.29683198826291
2021-10-09,"ABBY",7.43650118099748
2021-10-10,"ABBY",8.70694016487374
2021-10-11,"ABBY",5.29015967256282
2021-10-12,"ABBY",4.20600544098892
2021-10-13,"ABBY",4.97954478930404
2021-10-14,"ABBY",6.33491936140166
2021-10-15,"ABBY",9.29000318793845
2021-10-16,"ABBY",10.4511188137917
2021-10-17,"ABBY",10.5556732259772
2021-10-18,"ABBY",7.45143916632543
2021-10-19,"ABBY",7.59485369446463
2021-10-20,"ABBY",10.1926094547395
2021-10-21,"ABBY",10.8190337724583
2021-10-22,"ABBY",9.72038926975705
2021-10-23,"ABBY",7.61614204324707
2021-10-24,"ABBY",8.25660268311862
2021-10-25,"ABBY",7.75640723115657
2021-10-26,"ABBY",7.47955619237763
2021-10-27,"ABBY",7.96910769554881
2021-10-28,"ABBY",10.5213813945812
2021-10-29,"ABBY",10.3634753647672
2021-10-30,"ABBY",6.76401193270124
2021-10-31,"ABBY",6.63367254605862
2021-11-01,"ABBY",5.50487474831209
2021-11-02,"ABBY",6.83796709942567
2021-11-03,"ABBY",9.11854353873963
2021-11-04,"ABBY",9.92798632549989
2021-11-05,"ABBY",7.52916378718555
2021-11-06,"ABBY",4.88571041476348
2021-11-07,"ABBY",3.64331757740314
2021-11-08,"ABBY",5.14277699788414
2021-11-09,"ABBY",6.08108636999646
2021-11-10,"ABBY",5.35641513947525
2021-11-11,"ABBY",8.24790669102828
2021-11-12,"ABBY",12.0784919246551
2021-11-13,"ABBY",8.78707477200419
2021-11-14,"ABBY",11.9049165541126
2021-11-15,"ABBY",11.2402069912162
2021-11-16,"ABBY",3.36892287551723
2021-11-17,"ABBY",2.63020178682063
2021-11-18,"ABBY",4.08176177650375
2021-11-19,"ABBY",5.22985029323132
2021-11-20,"ABBY",4.43277791341148
2021-11-21,"ABBY",3.5257899130545
2021-11-22,"ABBY",3.98815095142658
2021-11-23,"ABBY",4.58910625826934
2021-11-24,"ABBY",3.35011526948665
2021-11-25,"ABBY",5.65326606176239
2021-11-26,"ABBY",6.39016142814393
2021-11-27,"ABBY",8.20022761027025
2021-11-28,"ABBY",11.3233597622123
2021-11-29,"ABBY",9.77286203035749
2021-11-30,"ABBY",9.06564870034498
2021-12-01,"ABBY",9.8791056561214
2021-12-02,"ABBY",7.85311477004848
2021-12-03,"ABBY",3.30732572822166
2021-12-04,"ABBY",2.99951587800064
2021-12-05,"ABBY",2.96442412919902
2021-12-06,"ABBY",2.30398249472347
2021-12-07,"ABBY",6.08390477498375
2021-12-08,"ABBY",5.78920316798718
2021-12-09,"ABBY",1.09219759869325
2021-12-10,"ABBY",1.41006713374975
2021-12-11,"ABBY",3.87632794123829
2021-12-12,"ABBY",2.41935382966079
2021-12-13,"ABBY",1.62843652540641
2021-12-14,"ABBY",0.383883154264083
2021-12-15,"ABBY",0.668114422213705
2021-12-16,"ABBY",0.960524339573396
2021-12-17,"ABBY",0.912601938555383
2021-12-18,"ABBY",2.74414650701709
2021-12-19,"ABBY",1.99370223834956
2021-12-20,"ABBY",2.26784943611398
2021-12-21,"ABBY",2.95914005566675
2021-12-22,"ABBY",4.60342203776048
2021-12-23,"ABBY",4.04610965687743
2021-12-24,"ABBY",1.19177538964061
2021-12-25,"ABBY",0.284292340022319
2021-12-26,"ABBY",-2.3383559606408
2021-12-27,"ABBY",-5.17767935311917
2021-12-28,"ABBY",-4.35653664373575
2021-12-29,"ABBY",-3.36285895070716
2021-12-30,"ABBY",-3.46667523948088
2021-12-31,"ABBY",-1.91696936494554
2022-01-01,"ABBY",-6.41641151674327
2022-01-02,"ABBY",-2.28454924552665
2022-01-03,"ABBY",1.68460966540925
2022-01-04,"ABBY",0.759200697047788
2022-01-05,"ABBY",2.08563660652413
2022-01-06,"ABBY",4.74879604872842
2022-01-07,"ABBY",5.80829392299864
2022-01-08,"ABBY",1.87310210197205
2022-01-09,"ABBY",1.88726320164182
2022-01-10,"ABBY",2.67437885243407
2022-01-11,"ABBY",6.26546164071692
2022-01-12,"ABBY",9.50873628841936
2022-01-13,"ABBY",6.90238576909553
2022-01-14,"ABBY",5.82977755967011
2022-01-15,"ABBY",4.08282205725232
2022-01-16,"ABBY",4.01716106783965
2022-01-17,"ABBY",4.72944650957663
2022-01-18,"ABBY",3.26971818657336
2022-01-19,"ABBY",5.08312021891282
2022-01-20,"ABBY",7.32060817595453
2022-01-21,"ABBY",4.13652881089081
2022-01-22,"ABBY",3.56325791061568
2022-01-23,"ABBY",5.30272155269506
2022-01-24,"ABBY",4.26275373889558
2022-01-25,"ABBY",3.00420467417734
2022-01-26,"ABBY",2.46942476662264
2022-01-27,"ABBY",2.69335102368433
2022-01-28,"ABBY",1.82764255974888
2022-01-29,"ABBY",2.90530749905497
2022-01-30,"ABBY",3.93972611786222
2022-01-31,"ABBY",2.16789390810078
2022-02-01,"ABBY",1.06650126467474
2022-02-02,"ABBY",1.29035606794463
2022-02-03,"ABBY",2.94469137704505
2022-02-04,"ABBY",2.69141873595538
2022-02-05,"ABBY",4.23919769615259
2022-02-06,"ABBY",5.80726256011638
2022-02-07,"ABBY",5.82652989869479
2022-02-08,"ABBY",4.0258167389901
2022-02-09,"ABBY",7.5946500798708
2022-02-10,"ABBY",7.43054578227384
2022-02-11,"ABBY",6.97109552198845
2022-02-12,"ABBY",7.63389527515704
2022-02-13,"ABBY",7.08096614550522
2022-02-14,"ABBY",6.19838831091442
2022-02-15,"ABBY",3.28572724044966
2022-02-16,"ABBY",3.99982281756661
2022-02-17,"ABBY",3.43500672207091
2022-02-18,"ABBY",4.34415667133953
2022-02-19,"ABBY",3.50938880674306
2022-02-20,"ABBY",2.88459307762889
2022-02-21,"ABBY",0.946791880617923
2022-02-22,"ABBY",-2.27804350494051
2022-02-23,"ABBY",-4.78167706561339
2022-02-24,"ABBY",-2.23575012042954
2022-02-25,"ABBY",-1.72422825803034
2022-02-26,"ABBY",0.767869412001801
2022-02-27,"ABBY",3.69450519520751
2022-02-28,"ABBY",8.54277011502177
2022-03-01,"ABBY",9.55729213427475
2022-03-02,"ABBY",7.79804534912114
2022-03-03,"ABBY",4.95895293040945
2022-03-04,"ABBY",3.63213350029406
2022-03-05,"ABBY",3.02743400655771
2022-03-06,"ABBY",3.5106056951708
2022-03-07,"ABBY",4.05171713880316
2022-03-08,"ABBY",3.0301035152969
2022-03-09,"ABBY",3.20361608689836
2022-03-10,"ABBY",0.595264246130569
2022-03-11,"ABBY",4.45493100894402
2022-03-12,"ABBY",6.23662581084881
2022-03-13,"ABBY",4.47899395522256
2022-03-14,"ABBY",4.86317543932194
2022-03-15,"ABBY",6.320773356448
2022-03-16,"ABBY",4.8530916767736
2022-03-17,"ABBY",4.7277095917733
2022-03-18,"ABBY",6.19986213766123
2022-03-19,"ABBY",6.43616278043362
2022-03-20,"ABBY",2.37579966719437
2022-03-21,"ABBY",3.14690728956657
2022-03-22,"ABBY",8.24309365057178
2022-03-23,"ABBY",10.0157471687563
2022-03-24,"ABBY",5.8467545622139
2022-03-25,"ABBY",8.66976200226821
2022-03-26,"ABBY",8.94358006959322
2022-03-27,"ABBY",11.8399577151063
2022-03-28,"ABBY",11.0042388833979
2022-03-29,"ABBY",8.22872836205272
2022-03-30,"ABBY",6.39255135649
2022-03-31,"ABBY",4.36676588981385
2022-04-01,"ABBY",5.11591178729975
2022-04-02,"ABBY",5.81549943493263
2022-04-03,"ABBY",5.36168713313282
2022-04-04,"ABBY",5.78106658279262
2022-04-05,"ABBY",2.97387930757259
2022-04-06,"ABBY",4.78019318119175
2022-04-07,"ABBY",10.2689179205126
2022-04-08,"ABBY",9.89300838183334
2022-04-09,"ABBY",2.77439607189552
2022-04-10,"ABBY",1.77771309473184
2022-04-11,"ABBY",0.307743909282124
2022-04-12,"ABBY",0.799922795449561
2022-04-13,"ABBY",0.0662333334646519
2022-04-14,"ABBY",0.0442941891250257
2022-04-15,"ABBY",1.14791547713747
2022-04-16,"ABBY",2.35536051924515
2022-04-17,"ABBY",3.06066494193135
2022-04-18,"ABBY",5.93579615931361
2022-04-19,"ABBY",3.53062411892802
2022-04-20,"ABBY",4.26698838100646
2022-04-21,"ABBY",5.47545182422931
2022-04-22,"ABBY",5.7403238111927
2022-04-23,"ABBY",7.32495061402682
2022-04-24,"ABBY",9.18601888841204
2022-04-25,"ABBY",9.25962031374701
2022-04-26,"ABBY",5.15516717562116
2022-04-27,"ABBY",5.12373870521469
2022-04-28,"ABBY",5.14642347930584
2022-04-29,"ABBY",6.00568481773462
2022-04-30,"ABBY",7.91637245916553
2022-05-01,"ABBY",8.74952350739517
2022-05-02,"ABBY",7.89322536837676
2022-05-03,"ABBY",7.01698452529092
2022-05-04,"ABBY",9.60630073957549
2022-05-05,"ABBY",8.84521687005162
2022-05-06,"ABBY",7.45653958064258
2022-05-07,"ABBY",6.68205636137282
2022-05-08,"ABBY",4.06349717006896
2022-05-09,"ABBY",3.67440239690967
2022-05-10,"ABBY",5.51152733423379
2022-05-11,"ABBY",6.44360529581712
2022-05-12,"ABBY",5.44976992863485
2022-05-13,"ABBY",4.63609590427853
2022-05-14,"ABBY",7.96948481734086
2022-05-15,"ABBY",11.7418919388966
2022-05-16,"ABBY",10.5733734212897
2022-05-17,"ABBY",8.35387500229706
2022-05-18,"ABBY",7.94233598606564
2022-05-19,"ABBY",5.58823166713927
2022-05-20,"ABBY",6.38540060391995
2022-05-21,"ABBY",9.83377368065624
2022-05-22,"ABBY",12.1963858819777
2022-05-23,"ABBY",12.7853413407521
2022-05-24,"ABBY",10.2873299875567
2022-05-25,"ABBY",11.9558765206286
2022-05-26,"ABBY",14.5918882390505
2022-05-27,"ABBY",11.6061649691674
2022-05-28,"ABBY",8.13470936436812
2022-05-29,"ABBY",7.85502142137102
2022-05-30,"ABBY",7.98520785095877
2022-05-31,"ABBY",11.8447029934135
2022-06-01,"ABBY",16.1217758588894
2022-06-02,"ABBY",15.8062760301816
2022-06-03,"ABBY",13.5988300446542
2022-06-04,"ABBY",10.6031939352713
2022-06-05,"ABBY",12.3270752363308
2022-06-06,"ABBY",11.2151133383475
2022-06-07,"ABBY",12.9663873651976
2022-06-08,"ABBY",15.3628195649835
2022-06-09,"ABBY",13.2796369327012
2022-06-10,"ABBY",13.6244874523533
2022-06-11,"ABBY",12.5241283457767
2022-06-12,"ABBY",10.3144521979876
2022-06-13,"ABBY",7.54702637375044
2022-06-14,"ABBY",8.50673751010692
2022-06-15,"ABBY",11.2809142820297
2022-06-16,"ABBY",12.6793842274656
2022-06-17,"ABBY",10.9535163305139
2022-06-18,"ABBY",8.99884617303013
2022-06-19,"ABBY",10.0416428104524
2022-06-20,"ABBY",11.9275456254201
2022-06-21,"ABBY",14.971598815918
2022-06-22,"ABBY",16.7013033548992
2022-06-23,"ABBY",13.0236911732664
2022-06-24,"ABBY",15.2019874982937
2022-06-25,"ABBY",20.5179164189165
2022-06-26,"ABBY",23.5518686192011
2022-06-27,"ABBY",24.3509578663816
2022-06-28,"ABBY",16.5681682053433
2022-06-29,"ABBY",14.6735015951178
2022-06-30,"ABBY",15.1204816920783
2022-07-01,"ABBY",15.4847581268639
2022-07-02,"ABBY",14.2912779531172
2022-07-03,"ABBY",13.1625525115639
2022-07-04,"ABBY",13.7153206445838
2022-07-05,"ABBY",15.4379015440583
2022-07-06,"ABBY",16.6327649762554
2022-07-07,"ABBY",15.8484605522567
2022-07-08,"ABBY",16.4968983393844
2022-07-09,"ABBY",16.7756698526362
2022-07-10,"ABBY",15.7627912705945
2022-07-11,"ABBY",20.4352769913212
2022-07-12,"ABBY",23.0402094687186
2022-07-13,"ABBY",16.5896211193455
2022-07-14,"ABBY",16.8079162679693
2022-07-15,"ABBY",17.1296187123945
2022-07-16,"ABBY",16.9399252614668
2022-07-17,"ABBY",14.4347680368732
2022-07-18,"ABBY",13.8898774177798
2022-07-19,"ABBY",18.5433226308515
2022-07-20,"ABBY",20.798911859656
